"country","age_group","target_end_date","year_week","week","year","weekly_rsv_hospitalisations","season"
"Ireland","total",2028-08-06,"2028-W31",31,2028,6,"2027/2028"
"Ireland","total",2028-08-13,"2028-W32",32,2028,6,"2027/2028"
"Ireland","total",2028-08-20,"2028-W33",33,2028,7,"2027/2028"
"Ireland","total",2028-08-27,"2028-W34",34,2028,8,"2027/2028"
"Italy","total",2026-09-06,"2026-W36",36,2026,73,"2026/2027"
"Italy","total",2026-09-13,"2026-W37",37,2026,82,"2026/2027"
"Italy","total",2026-09-20,"2026-W38",38,2026,100,"2026/2027"
"Italy","total",2026-09-27,"2026-W39",39,2026,143,"2026/2027"
"Italy","total",2026-10-04,"2026-W40",40,2026,207,"2026/2027"
"Italy","total",2026-10-11,"2026-W41",41,2026,392,"2026/2027"
"Italy","total",2026-10-18,"2026-W42",42,2026,571,"2026/2027"
"Italy","total",2026-10-25,"2026-W43",43,2026,916,"2026/2027"
"Italy","total",2026-11-01,"2026-W44",44,2026,1171,"2026/2027"
"Italy","total",2026-11-08,"2026-W45",45,2026,1627,"2026/2027"
"Italy","total",2026-11-15,"2026-W46",46,2026,2105,"2026/2027"
"Italy","total",2026-11-22,"2026-W47",47,2026,2418,"2026/2027"
"Italy","total",2026-11-29,"2026-W48",48,2026,2875,"2026/2027"
"Italy","total",2026-12-06,"2026-W49",49,2026,2955,"2026/2027"
"Italy","total",2026-12-13,"2026-W50",50,2026,3152,"2026/2027"
"Italy","total",2026-12-20,"2026-W51",51,2026,2912,"2026/2027"
"Italy","total",2026-12-27,"2026-W52",52,2026,2557,"2026/2027"
"Italy","total",2027-01-03,"2026-W53",53,2026,2406,"2026/2027"
"Italy","total",2027-01-10,"2027-W01",1,2027,2259,"2026/2027"
"Italy","total",2027-01-17,"2027-W02",2,2027,1811,"2026/2027"
"Italy","total",2027-01-24,"2027-W03",3,2027,1333,"2026/2027"
"Italy","total",2027-01-31,"2027-W04",4,2027,1224,"2026/2027"
"Italy","total",2027-02-07,"2027-W05",5,2027,1042,"2026/2027"
"Italy","total",2027-02-14,"2027-W06",6,2027,964,"2026/2027"
"Italy","total",2027-02-21,"2027-W07",7,2027,793,"2026/2027"
"Italy","total",2027-02-28,"2027-W08",8,2027,822,"2026/2027"
"Italy","total",2027-03-07,"2027-W09",9,2027,648,"2026/2027"
"Italy","total",2027-03-14,"2027-W10",10,2027,581,"2026/2027"
"Italy","total",2027-03-21,"2027-W11",11,2027,507,"2026/2027"
"Italy","total",2027-03-28,"2027-W12",12,2027,431,"2026/2027"
"Italy","total",2027-04-04,"2027-W13",13,2027,369,"2026/2027"
"Italy","total",2027-04-11,"2027-W14",14,2027,335,"2026/2027"
"Italy","total",2027-04-18,"2027-W15",15,2027,249,"2026/2027"
"Italy","total",2027-04-25,"2027-W16",16,2027,255,"2026/2027"
"Italy","total",2027-05-02,"2027-W17",17,2027,200,"2026/2027"
"Italy","total",2027-05-09,"2027-W18",18,2027,203,"2026/2027"
"Italy","total",2027-05-16,"2027-W19",19,2027,159,"2026/2027"
"Italy","total",2027-05-23,"2027-W20",20,2027,140,"2026/2027"
"Italy","total",2027-05-30,"2027-W21",21,2027,113,"2026/2027"
"Italy","total",2027-06-06,"2027-W22",22,2027,89,"2026/2027"
"Italy","total",2027-06-13,"2027-W23",23,2027,99,"2026/2027"
"Italy","total",2027-06-20,"2027-W24",24,2027,71,"2026/2027"
"Italy","total",2027-06-27,"2027-W25",25,2027,63,"2026/2027"
"Italy","total",2027-07-04,"2027-W26",26,2027,76,"2026/2027"
"Italy","total",2027-07-11,"2027-W27",27,2027,64,"2026/2027"
"Italy","total",2027-07-18,"2027-W28",28,2027,63,"2026/2027"
"Italy","total",2027-07-25,"2027-W29",29,2027,67,"2026/2027"
"Italy","total",2027-08-01,"2027-W30",30,2027,65,"2026/2027"
"Italy","total",2027-08-08,"2027-W31",31,2027,67,"2026/2027"
"Italy","total",2027-08-15,"2027-W32",32,2027,55,"2026/2027"
"Italy","total",2027-08-22,"2027-W33",33,2027,62,"2026/2027"
"Italy","total",2027-08-29,"2027-W34",34,2027,56,"2026/2027"
"Italy","total",2027-09-05,"2027-W35",35,2027,73,"2027/2028"
"Italy","total",2027-09-12,"2027-W36",36,2027,82,"2027/2028"
"Italy","total",2027-09-19,"2027-W37",37,2027,100,"2027/2028"
"Italy","total",2027-09-26,"2027-W38",38,2027,143,"2027/2028"
"Italy","total",2027-10-03,"2027-W39",39,2027,207,"2027/2028"
"Italy","total",2027-10-10,"2027-W40",40,2027,392,"2027/2028"
"Italy","total",2027-10-17,"2027-W41",41,2027,571,"2027/2028"
"Italy","total",2027-10-24,"2027-W42",42,2027,916,"2027/2028"
"Italy","total",2027-10-31,"2027-W43",43,2027,1171,"2027/2028"
"Italy","total",2027-11-07,"2027-W44",44,2027,1627,"2027/2028"
"Italy","total",2027-11-14,"2027-W45",45,2027,2105,"2027/2028"
"Italy","total",2027-11-21,"2027-W46",46,2027,2418,"2027/2028"
"Italy","total",2027-11-28,"2027-W47",47,2027,2875,"2027/2028"
"Italy","total",2027-12-05,"2027-W48",48,2027,2955,"2027/2028"
"Italy","total",2027-12-12,"2027-W49",49,2027,3152,"2027/2028"
"Italy","total",2027-12-19,"2027-W50",50,2027,2912,"2027/2028"
"Italy","total",2027-12-26,"2027-W51",51,2027,2557,"2027/2028"
"Italy","total",2028-01-02,"2027-W52",52,2027,2406,"2027/2028"
"Italy","total",2028-01-09,"2028-W01",1,2028,2259,"2027/2028"
"Italy","total",2028-01-16,"2028-W02",2,2028,1811,"2027/2028"
"Italy","total",2028-01-23,"2028-W03",3,2028,1333,"2027/2028"
"Italy","total",2028-01-30,"2028-W04",4,2028,1224,"2027/2028"
"Italy","total",2028-02-06,"2028-W05",5,2028,1042,"2027/2028"
"Italy","total",2028-02-13,"2028-W06",6,2028,964,"2027/2028"
"Italy","total",2028-02-20,"2028-W07",7,2028,793,"2027/2028"
"Italy","total",2028-02-27,"2028-W08",8,2028,822,"2027/2028"
"Italy","total",2028-03-05,"2028-W09",9,2028,648,"2027/2028"
"Italy","total",2028-03-12,"2028-W10",10,2028,581,"2027/2028"
"Italy","total",2028-03-19,"2028-W11",11,2028,507,"2027/2028"
"Italy","total",2028-03-26,"2028-W12",12,2028,431,"2027/2028"
"Italy","total",2028-04-02,"2028-W13",13,2028,369,"2027/2028"
"Italy","total",2028-04-09,"2028-W14",14,2028,335,"2027/2028"
"Italy","total",2028-04-16,"2028-W15",15,2028,249,"2027/2028"
"Italy","total",2028-04-23,"2028-W16",16,2028,255,"2027/2028"
"Italy","total",2028-04-30,"2028-W17",17,2028,200,"2027/2028"
"Italy","total",2028-05-07,"2028-W18",18,2028,203,"2027/2028"
"Italy","total",2028-05-14,"2028-W19",19,2028,159,"2027/2028"
"Italy","total",2028-05-21,"2028-W20",20,2028,140,"2027/2028"
"Italy","total",2028-05-28,"2028-W21",21,2028,113,"2027/2028"
"Italy","total",2028-06-04,"2028-W22",22,2028,89,"2027/2028"
"Italy","total",2028-06-11,"2028-W23",23,2028,99,"2027/2028"
"Italy","total",2028-06-18,"2028-W24",24,2028,71,"2027/2028"
"Italy","total",2028-06-25,"2028-W25",25,2028,63,"2027/2028"
"Italy","total",2028-07-02,"2028-W26",26,2028,76,"2027/2028"
"Italy","total",2028-07-09,"2028-W27",27,2028,64,"2027/2028"
"Italy","total",2028-07-16,"2028-W28",28,2028,63,"2027/2028"
"Italy","total",2028-07-23,"2028-W29",29,2028,67,"2027/2028"
"Italy","total",2028-07-30,"2028-W30",30,2028,65,"2027/2028"
"Italy","total",2028-08-06,"2028-W31",31,2028,67,"2027/2028"
"Italy","total",2028-08-13,"2028-W32",32,2028,55,"2027/2028"
"Italy","total",2028-08-20,"2028-W33",33,2028,62,"2027/2028"
"Italy","total",2028-08-27,"2028-W34",34,2028,56,"2027/2028"
"Latvia","total",2026-09-06,"2026-W36",36,2026,4,"2026/2027"
"Latvia","total",2026-09-13,"2026-W37",37,2026,3,"2026/2027"
"Latvia","total",2026-09-20,"2026-W38",38,2026,3,"2026/2027"
"Latvia","total",2026-09-27,"2026-W39",39,2026,4,"2026/2027"
"Latvia","total",2026-10-04,"2026-W40",40,2026,8,"2026/2027"
"Latvia","total",2026-10-11,"2026-W41",41,2026,15,"2026/2027"
"Latvia","total",2026-10-18,"2026-W42",42,2026,16,"2026/2027"
"Latvia","total",2026-10-25,"2026-W43",43,2026,19,"2026/2027"
"Latvia","total",2026-11-01,"2026-W44",44,2026,41,"2026/2027"
"Latvia","total",2026-11-08,"2026-W45",45,2026,51,"2026/2027"
"Latvia","total",2026-11-15,"2026-W46",46,2026,73,"2026/2027"
"Latvia","total",2026-11-22,"2026-W47",47,2026,77,"2026/2027"
"Latvia","total",2026-11-29,"2026-W48",48,2026,87,"2026/2027"
"Latvia","total",2026-12-06,"2026-W49",49,2026,94,"2026/2027"
"Latvia","total",2026-12-13,"2026-W50",50,2026,108,"2026/2027"
"Latvia","total",2026-12-20,"2026-W51",51,2026,90,"2026/2027"
"Latvia","total",2026-12-27,"2026-W52",52,2026,82,"2026/2027"
"Latvia","total",2027-01-03,"2026-W53",53,2026,98,"2026/2027"
"Latvia","total",2027-01-10,"2027-W01",1,2027,70,"2026/2027"
"Latvia","total",2027-01-17,"2027-W02",2,2027,62,"2026/2027"
"Latvia","total",2027-01-24,"2027-W03",3,2027,45,"2026/2027"
"Latvia","total",2027-01-31,"2027-W04",4,2027,39,"2026/2027"
"Latvia","total",2027-02-07,"2027-W05",5,2027,29,"2026/2027"
"Latvia","total",2027-02-14,"2027-W06",6,2027,25,"2026/2027"
"Latvia","total",2027-02-21,"2027-W07",7,2027,22,"2026/2027"
"Latvia","total",2027-02-28,"2027-W08",8,2027,26,"2026/2027"
"Latvia","total",2027-03-07,"2027-W09",9,2027,22,"2026/2027"
"Latvia","total",2027-03-14,"2027-W10",10,2027,18,"2026/2027"
"Latvia","total",2027-03-21,"2027-W11",11,2027,17,"2026/2027"
"Latvia","total",2027-03-28,"2027-W12",12,2027,14,"2026/2027"
"Latvia","total",2027-04-04,"2027-W13",13,2027,17,"2026/2027"
"Latvia","total",2027-04-11,"2027-W14",14,2027,17,"2026/2027"
"Latvia","total",2027-04-18,"2027-W15",15,2027,9,"2026/2027"
"Latvia","total",2027-04-25,"2027-W16",16,2027,10,"2026/2027"
"Latvia","total",2027-05-02,"2027-W17",17,2027,5,"2026/2027"
"Latvia","total",2027-05-09,"2027-W18",18,2027,7,"2026/2027"
"Latvia","total",2027-05-16,"2027-W19",19,2027,7,"2026/2027"
"Latvia","total",2027-05-23,"2027-W20",20,2027,3,"2026/2027"
"Latvia","total",2027-05-30,"2027-W21",21,2027,5,"2026/2027"
"Latvia","total",2027-06-06,"2027-W22",22,2027,5,"2026/2027"
"Latvia","total",2027-06-13,"2027-W23",23,2027,5,"2026/2027"
"Latvia","total",2027-06-20,"2027-W24",24,2027,0,"2026/2027"
"Latvia","total",2027-06-27,"2027-W25",25,2027,2,"2026/2027"
"Latvia","total",2027-07-04,"2027-W26",26,2027,2,"2026/2027"
"Latvia","total",2027-07-11,"2027-W27",27,2027,0,"2026/2027"
"Latvia","total",2027-07-18,"2027-W28",28,2027,1,"2026/2027"
"Latvia","total",2027-07-25,"2027-W29",29,2027,2,"2026/2027"
"Latvia","total",2027-08-01,"2027-W30",30,2027,1,"2026/2027"
"Latvia","total",2027-08-08,"2027-W31",31,2027,1,"2026/2027"
"Latvia","total",2027-08-15,"2027-W32",32,2027,2,"2026/2027"
"Latvia","total",2027-08-22,"2027-W33",33,2027,2,"2026/2027"
"Latvia","total",2027-08-29,"2027-W34",34,2027,2,"2026/2027"
"Latvia","total",2027-09-05,"2027-W35",35,2027,4,"2027/2028"
"Latvia","total",2027-09-12,"2027-W36",36,2027,3,"2027/2028"
"Latvia","total",2027-09-19,"2027-W37",37,2027,3,"2027/2028"
"Latvia","total",2027-09-26,"2027-W38",38,2027,4,"2027/2028"
"Latvia","total",2027-10-03,"2027-W39",39,2027,8,"2027/2028"
"Latvia","total",2027-10-10,"2027-W40",40,2027,15,"2027/2028"
"Latvia","total",2027-10-17,"2027-W41",41,2027,16,"2027/2028"
"Latvia","total",2027-10-24,"2027-W42",42,2027,19,"2027/2028"
"Latvia","total",2027-10-31,"2027-W43",43,2027,41,"2027/2028"
"Latvia","total",2027-11-07,"2027-W44",44,2027,51,"2027/2028"
"Latvia","total",2027-11-14,"2027-W45",45,2027,73,"2027/2028"
"Latvia","total",2027-11-21,"2027-W46",46,2027,77,"2027/2028"
"Latvia","total",2027-11-28,"2027-W47",47,2027,87,"2027/2028"
"Latvia","total",2027-12-05,"2027-W48",48,2027,94,"2027/2028"
"Latvia","total",2027-12-12,"2027-W49",49,2027,108,"2027/2028"
"Latvia","total",2027-12-19,"2027-W50",50,2027,90,"2027/2028"
"Latvia","total",2027-12-26,"2027-W51",51,2027,82,"2027/2028"
"Latvia","total",2028-01-02,"2027-W52",52,2027,98,"2027/2028"
"Latvia","total",2028-01-09,"2028-W01",1,2028,70,"2027/2028"
"Latvia","total",2028-01-16,"2028-W02",2,2028,62,"2027/2028"
"Latvia","total",2028-01-23,"2028-W03",3,2028,45,"2027/2028"
"Latvia","total",2028-01-30,"2028-W04",4,2028,39,"2027/2028"
"Latvia","total",2028-02-06,"2028-W05",5,2028,29,"2027/2028"
"Latvia","total",2028-02-13,"2028-W06",6,2028,25,"2027/2028"
"Latvia","total",2028-02-20,"2028-W07",7,2028,22,"2027/2028"
"Latvia","total",2028-02-27,"2028-W08",8,2028,26,"2027/2028"
"Latvia","total",2028-03-05,"2028-W09",9,2028,22,"2027/2028"
"Latvia","total",2028-03-12,"2028-W10",10,2028,18,"2027/2028"
"Latvia","total",2028-03-19,"2028-W11",11,2028,17,"2027/2028"
"Latvia","total",2028-03-26,"2028-W12",12,2028,14,"2027/2028"
"Latvia","total",2028-04-02,"2028-W13",13,2028,17,"2027/2028"
"Latvia","total",2028-04-09,"2028-W14",14,2028,17,"2027/2028"
"Latvia","total",2028-04-16,"2028-W15",15,2028,9,"2027/2028"
"Latvia","total",2028-04-23,"2028-W16",16,2028,10,"2027/2028"
"Latvia","total",2028-04-30,"2028-W17",17,2028,5,"2027/2028"
"Latvia","total",2028-05-07,"2028-W18",18,2028,7,"2027/2028"
"Latvia","total",2028-05-14,"2028-W19",19,2028,7,"2027/2028"
"Latvia","total",2028-05-21,"2028-W20",20,2028,3,"2027/2028"
"Latvia","total",2028-05-28,"2028-W21",21,2028,5,"2027/2028"
"Latvia","total",2028-06-04,"2028-W22",22,2028,5,"2027/2028"
"Latvia","total",2028-06-11,"2028-W23",23,2028,5,"2027/2028"
"Latvia","total",2028-06-18,"2028-W24",24,2028,0,"2027/2028"
"Latvia","total",2028-06-25,"2028-W25",25,2028,2,"2027/2028"
"Latvia","total",2028-07-02,"2028-W26",26,2028,2,"2027/2028"
"Latvia","total",2028-07-09,"2028-W27",27,2028,0,"2027/2028"
"Latvia","total",2028-07-16,"2028-W28",28,2028,1,"2027/2028"
"Latvia","total",2028-07-23,"2028-W29",29,2028,2,"2027/2028"
"Latvia","total",2028-07-30,"2028-W30",30,2028,1,"2027/2028"
"Latvia","total",2028-08-06,"2028-W31",31,2028,1,"2027/2028"
"Latvia","total",2028-08-13,"2028-W32",32,2028,2,"2027/2028"
"Latvia","total",2028-08-20,"2028-W33",33,2028,2,"2027/2028"
"Latvia","total",2028-08-27,"2028-W34",34,2028,2,"2027/2028"
"Lithuania","total",2026-09-06,"2026-W36",36,2026,3,"2026/2027"
"Lithuania","total",2026-09-13,"2026-W37",37,2026,3,"2026/2027"
"Lithuania","total",2026-09-20,"2026-W38",38,2026,2,"2026/2027"
"Lithuania","total",2026-09-27,"2026-W39",39,2026,7,"2026/2027"
"Lithuania","total",2026-10-04,"2026-W40",40,2026,16,"2026/2027"
"Lithuania","total",2026-10-11,"2026-W41",41,2026,11,"2026/2027"
"Lithuania","total",2026-10-18,"2026-W42",42,2026,23,"2026/2027"
"Lithuania","total",2026-10-25,"2026-W43",43,2026,39,"2026/2027"
"Lithuania","total",2026-11-01,"2026-W44",44,2026,60,"2026/2027"
"Lithuania","total",2026-11-08,"2026-W45",45,2026,72,"2026/2027"
"Lithuania","total",2026-11-15,"2026-W46",46,2026,101,"2026/2027"
"Lithuania","total",2026-11-22,"2026-W47",47,2026,105,"2026/2027"
"Lithuania","total",2026-11-29,"2026-W48",48,2026,126,"2026/2027"
"Lithuania","total",2026-12-06,"2026-W49",49,2026,148,"2026/2027"
"Lithuania","total",2026-12-13,"2026-W50",50,2026,126,"2026/2027"
"Lithuania","total",2026-12-20,"2026-W51",51,2026,114,"2026/2027"
"Lithuania","total",2026-12-27,"2026-W52",52,2026,130,"2026/2027"
"Lithuania","total",2027-01-03,"2026-W53",53,2026,119,"2026/2027"
"Lithuania","total",2027-01-10,"2027-W01",1,2027,108,"2026/2027"
"Lithuania","total",2027-01-17,"2027-W02",2,2027,84,"2026/2027"
"Lithuania","total",2027-01-24,"2027-W03",3,2027,68,"2026/2027"
"Lithuania","total",2027-01-31,"2027-W04",4,2027,51,"2026/2027"
"Lithuania","total",2027-02-07,"2027-W05",5,2027,51,"2026/2027"
"Lithuania","total",2027-02-14,"2027-W06",6,2027,43,"2026/2027"
"Lithuania","total",2027-02-21,"2027-W07",7,2027,40,"2026/2027"
"Lithuania","total",2027-02-28,"2027-W08",8,2027,33,"2026/2027"
"Lithuania","total",2027-03-07,"2027-W09",9,2027,36,"2026/2027"
"Lithuania","total",2027-03-14,"2027-W10",10,2027,24,"2026/2027"
"Lithuania","total",2027-03-21,"2027-W11",11,2027,28,"2026/2027"
"Lithuania","total",2027-03-28,"2027-W12",12,2027,27,"2026/2027"
"Lithuania","total",2027-04-04,"2027-W13",13,2027,30,"2026/2027"
"Lithuania","total",2027-04-11,"2027-W14",14,2027,11,"2026/2027"
"Lithuania","total",2027-04-18,"2027-W15",15,2027,12,"2026/2027"
"Lithuania","total",2027-04-25,"2027-W16",16,2027,12,"2026/2027"
"Lithuania","total",2027-05-02,"2027-W17",17,2027,11,"2026/2027"
"Lithuania","total",2027-05-09,"2027-W18",18,2027,12,"2026/2027"
"Lithuania","total",2027-05-16,"2027-W19",19,2027,7,"2026/2027"
"Lithuania","total",2027-05-23,"2027-W20",20,2027,3,"2026/2027"
"Lithuania","total",2027-05-30,"2027-W21",21,2027,11,"2026/2027"
"Lithuania","total",2027-06-06,"2027-W22",22,2027,4,"2026/2027"
"Lithuania","total",2027-06-13,"2027-W23",23,2027,8,"2026/2027"
"Lithuania","total",2027-06-20,"2027-W24",24,2027,3,"2026/2027"
"Lithuania","total",2027-06-27,"2027-W25",25,2027,4,"2026/2027"
"Lithuania","total",2027-07-04,"2027-W26",26,2027,1,"2026/2027"
"Lithuania","total",2027-07-11,"2027-W27",27,2027,2,"2026/2027"
"Lithuania","total",2027-07-18,"2027-W28",28,2027,5,"2026/2027"
"Lithuania","total",2027-07-25,"2027-W29",29,2027,4,"2026/2027"
"Lithuania","total",2027-08-01,"2027-W30",30,2027,5,"2026/2027"
"Lithuania","total",2027-08-08,"2027-W31",31,2027,2,"2026/2027"
"Lithuania","total",2027-08-15,"2027-W32",32,2027,4,"2026/2027"
"Lithuania","total",2027-08-22,"2027-W33",33,2027,4,"2026/2027"
"Lithuania","total",2027-08-29,"2027-W34",34,2027,1,"2026/2027"
"Lithuania","total",2027-09-05,"2027-W35",35,2027,3,"2027/2028"
"Lithuania","total",2027-09-12,"2027-W36",36,2027,3,"2027/2028"
"Lithuania","total",2027-09-19,"2027-W37",37,2027,2,"2027/2028"
"Lithuania","total",2027-09-26,"2027-W38",38,2027,7,"2027/2028"
"Lithuania","total",2027-10-03,"2027-W39",39,2027,16,"2027/2028"
"Lithuania","total",2027-10-10,"2027-W40",40,2027,11,"2027/2028"
"Lithuania","total",2027-10-17,"2027-W41",41,2027,23,"2027/2028"
"Lithuania","total",2027-10-24,"2027-W42",42,2027,39,"2027/2028"
"Lithuania","total",2027-10-31,"2027-W43",43,2027,60,"2027/2028"
"Lithuania","total",2027-11-07,"2027-W44",44,2027,72,"2027/2028"
"Lithuania","total",2027-11-14,"2027-W45",45,2027,101,"2027/2028"
"Lithuania","total",2027-11-21,"2027-W46",46,2027,105,"2027/2028"
"Lithuania","total",2027-11-28,"2027-W47",47,2027,126,"2027/2028"
"Lithuania","total",2027-12-05,"2027-W48",48,2027,148,"2027/2028"
"Lithuania","total",2027-12-12,"2027-W49",49,2027,126,"2027/2028"
"Lithuania","total",2027-12-19,"2027-W50",50,2027,114,"2027/2028"
"Lithuania","total",2027-12-26,"2027-W51",51,2027,130,"2027/2028"
"Lithuania","total",2028-01-02,"2027-W52",52,2027,119,"2027/2028"
"Lithuania","total",2028-01-09,"2028-W01",1,2028,108,"2027/2028"
"Lithuania","total",2028-01-16,"2028-W02",2,2028,84,"2027/2028"
"Lithuania","total",2028-01-23,"2028-W03",3,2028,68,"2027/2028"
"Lithuania","total",2028-01-30,"2028-W04",4,2028,51,"2027/2028"
"Lithuania","total",2028-02-06,"2028-W05",5,2028,51,"2027/2028"
"Lithuania","total",2028-02-13,"2028-W06",6,2028,43,"2027/2028"
"Lithuania","total",2028-02-20,"2028-W07",7,2028,40,"2027/2028"
"Lithuania","total",2028-02-27,"2028-W08",8,2028,33,"2027/2028"
"Lithuania","total",2028-03-05,"2028-W09",9,2028,36,"2027/2028"
"Lithuania","total",2028-03-12,"2028-W10",10,2028,24,"2027/2028"
"Lithuania","total",2028-03-19,"2028-W11",11,2028,28,"2027/2028"
"Lithuania","total",2028-03-26,"2028-W12",12,2028,27,"2027/2028"
"Lithuania","total",2028-04-02,"2028-W13",13,2028,30,"2027/2028"
"Lithuania","total",2028-04-09,"2028-W14",14,2028,11,"2027/2028"
"Lithuania","total",2028-04-16,"2028-W15",15,2028,12,"2027/2028"
"Lithuania","total",2028-04-23,"2028-W16",16,2028,12,"2027/2028"
"Lithuania","total",2028-04-30,"2028-W17",17,2028,11,"2027/2028"
"Lithuania","total",2028-05-07,"2028-W18",18,2028,12,"2027/2028"
"Lithuania","total",2028-05-14,"2028-W19",19,2028,7,"2027/2028"
"Lithuania","total",2028-05-21,"2028-W20",20,2028,3,"2027/2028"
"Lithuania","total",2028-05-28,"2028-W21",21,2028,11,"2027/2028"
"Lithuania","total",2028-06-04,"2028-W22",22,2028,4,"2027/2028"
"Lithuania","total",2028-06-11,"2028-W23",23,2028,8,"2027/2028"
"Lithuania","total",2028-06-18,"2028-W24",24,2028,3,"2027/2028"
"Lithuania","total",2028-06-25,"2028-W25",25,2028,4,"2027/2028"
"Lithuania","total",2028-07-02,"2028-W26",26,2028,1,"2027/2028"
"Lithuania","total",2028-07-09,"2028-W27",27,2028,2,"2027/2028"
"Lithuania","total",2028-07-16,"2028-W28",28,2028,5,"2027/2028"
"Lithuania","total",2028-07-23,"2028-W29",29,2028,4,"2027/2028"
"Lithuania","total",2028-07-30,"2028-W30",30,2028,5,"2027/2028"
"Lithuania","total",2028-08-06,"2028-W31",31,2028,2,"2027/2028"
"Lithuania","total",2028-08-13,"2028-W32",32,2028,4,"2027/2028"
"Lithuania","total",2028-08-20,"2028-W33",33,2028,4,"2027/2028"
"Lithuania","total",2028-08-27,"2028-W34",34,2028,1,"2027/2028"
"Luxembourg","total",2026-09-06,"2026-W36",36,2026,0,"2026/2027"
"Luxembourg","total",2026-09-13,"2026-W37",37,2026,3,"2026/2027"
"Luxembourg","total",2026-09-20,"2026-W38",38,2026,0,"2026/2027"
"Luxembourg","total",2026-09-27,"2026-W39",39,2026,4,"2026/2027"
"Luxembourg","total",2026-10-04,"2026-W40",40,2026,6,"2026/2027"
"Luxembourg","total",2026-10-11,"2026-W41",41,2026,3,"2026/2027"
"Luxembourg","total",2026-10-18,"2026-W42",42,2026,12,"2026/2027"
"Luxembourg","total",2026-10-25,"2026-W43",43,2026,8,"2026/2027"
"Luxembourg","total",2026-11-01,"2026-W44",44,2026,18,"2026/2027"
"Luxembourg","total",2026-11-08,"2026-W45",45,2026,19,"2026/2027"
"Luxembourg","total",2026-11-15,"2026-W46",46,2026,32,"2026/2027"
"Luxembourg","total",2026-11-22,"2026-W47",47,2026,34,"2026/2027"
"Luxembourg","total",2026-11-29,"2026-W48",48,2026,40,"2026/2027"
"Luxembourg","total",2026-12-06,"2026-W49",49,2026,34,"2026/2027"
"Luxembourg","total",2026-12-13,"2026-W50",50,2026,32,"2026/2027"
"Luxembourg","total",2026-12-20,"2026-W51",51,2026,27,"2026/2027"
"Luxembourg","total",2026-12-27,"2026-W52",52,2026,30,"2026/2027"
"Luxembourg","total",2027-01-03,"2026-W53",53,2026,30,"2026/2027"
"Luxembourg","total",2027-01-10,"2027-W01",1,2027,31,"2026/2027"
"Luxembourg","total",2027-01-17,"2027-W02",2,2027,25,"2026/2027"
"Luxembourg","total",2027-01-24,"2027-W03",3,2027,20,"2026/2027"
"Luxembourg","total",2027-01-31,"2027-W04",4,2027,14,"2026/2027"
"Luxembourg","total",2027-02-07,"2027-W05",5,2027,10,"2026/2027"
"Luxembourg","total",2027-02-14,"2027-W06",6,2027,13,"2026/2027"
"Luxembourg","total",2027-02-21,"2027-W07",7,2027,11,"2026/2027"
"Luxembourg","total",2027-02-28,"2027-W08",8,2027,8,"2026/2027"
"Luxembourg","total",2027-03-07,"2027-W09",9,2027,11,"2026/2027"
"Luxembourg","total",2027-03-14,"2027-W10",10,2027,3,"2026/2027"
"Luxembourg","total",2027-03-21,"2027-W11",11,2027,4,"2026/2027"
"Luxembourg","total",2027-03-28,"2027-W12",12,2027,5,"2026/2027"
"Luxembourg","total",2027-04-04,"2027-W13",13,2027,4,"2026/2027"
"Luxembourg","total",2027-04-11,"2027-W14",14,2027,1,"2026/2027"
"Luxembourg","total",2027-04-18,"2027-W15",15,2027,2,"2026/2027"
"Luxembourg","total",2027-04-25,"2027-W16",16,2027,4,"2026/2027"
"Luxembourg","total",2027-05-02,"2027-W17",17,2027,0,"2026/2027"
"Luxembourg","total",2027-05-09,"2027-W18",18,2027,2,"2026/2027"
"Luxembourg","total",2027-05-16,"2027-W19",19,2027,0,"2026/2027"
"Luxembourg","total",2027-05-23,"2027-W20",20,2027,3,"2026/2027"
"Luxembourg","total",2027-05-30,"2027-W21",21,2027,3,"2026/2027"
"Luxembourg","total",2027-06-06,"2027-W22",22,2027,0,"2026/2027"
"Luxembourg","total",2027-06-13,"2027-W23",23,2027,3,"2026/2027"
"Luxembourg","total",2027-06-20,"2027-W24",24,2027,0,"2026/2027"
"Luxembourg","total",2027-06-27,"2027-W25",25,2027,0,"2026/2027"
"Luxembourg","total",2027-07-04,"2027-W26",26,2027,0,"2026/2027"
"Luxembourg","total",2027-07-11,"2027-W27",27,2027,2,"2026/2027"
"Luxembourg","total",2027-07-18,"2027-W28",28,2027,0,"2026/2027"
"Luxembourg","total",2027-07-25,"2027-W29",29,2027,0,"2026/2027"
"Luxembourg","total",2027-08-01,"2027-W30",30,2027,1,"2026/2027"
"Luxembourg","total",2027-08-08,"2027-W31",31,2027,0,"2026/2027"
"Luxembourg","total",2027-08-15,"2027-W32",32,2027,2,"2026/2027"
"Luxembourg","total",2027-08-22,"2027-W33",33,2027,1,"2026/2027"
"Luxembourg","total",2027-08-29,"2027-W34",34,2027,0,"2026/2027"
"Luxembourg","total",2027-09-05,"2027-W35",35,2027,0,"2027/2028"
"Luxembourg","total",2027-09-12,"2027-W36",36,2027,3,"2027/2028"
"Luxembourg","total",2027-09-19,"2027-W37",37,2027,0,"2027/2028"
"Luxembourg","total",2027-09-26,"2027-W38",38,2027,4,"2027/2028"
"Luxembourg","total",2027-10-03,"2027-W39",39,2027,6,"2027/2028"
